place name,tweet text
Uttar Pradesh,"Monsoon floods hit Uttar Pradesh, 200 villages under water ... - http://t.co/MdSrWCLWm4 #NewsInTweetsIndia"
India,"Monsoon floods hit Uttar Pradesh, 200 villages under water ... - http://t.co/MdSrWCLWm4 #NewsInTweetsIndia"
Nepal,"#BeboLaPara Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from ... http://t.co/x8cjqZvOKt #LosMiniDelSonido ♫"
India,"24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India triggered ... http://t.co/yt8EvdiTLu via matt_ews"
India,"#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW"
India,"[Info Nigeria] 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours i... http://t.co/faGv182MD3 #TalkMagazineNG"
UP,"Check this @SuryaRay Rampaging rivers kill 28 in UP, Centre calls it 'unprecedented': Flood fury... http://t.co/cYDKPIblb3 #SuryaRay #India"
India,"Check this @SuryaRay Rampaging rivers kill 28 in UP, Centre calls it 'unprecedented': Flood fury... http://t.co/cYDKPIblb3 #SuryaRay #India"
INDIA,"#TOI #NewsINDIA UP floods kill 28, Centre calls it 'unprecedented': Flood fury continued u... http://t.co/VQlwl1PBWO #Follow #FollowBack"
India,Flood death toll mounts in India and Nepal - http://t.co/c8Nd2yQA1c http://t.co/iAnlKGBjCC
Nepal,Flood death toll mounts in India and Nepal - http://t.co/c8Nd2yQA1c http://t.co/iAnlKGBjCC
Uttar Pradesh,"Monsoon floods hit Uttar Pradesh, 200 villages underwater #monsoon #India. http://t.co/w0beLTGyxC"
India,"Monsoon floods hit Uttar Pradesh, 200 villages underwater #monsoon #India. http://t.co/w0beLTGyxC"
Uttarakhand,Rain fury in North India- 32 people are killed in floods in Uttarakhand- 10 dead in Uttar Pradesh- In Bihar a renewed flood alert @ibnlive
North India,Rain fury in North India- 32 people are killed in floods in Uttarakhand- 10 dead in Uttar Pradesh- In Bihar a renewed flood alert @ibnlive
Uttar Pradesh,Rain fury in North India- 32 people are killed in floods in Uttarakhand- 10 dead in Uttar Pradesh- In Bihar a renewed flood alert @ibnlive
North India,Rain fury in North India- 32 people are killed in floods in Uttarakhand- 10 dead in Uttar Pradesh- In Bihar a renewed flood alert @ibnlive
North India,"#Flood Fury in North India: Dozens Killed, Lakhs Affected - NDTV http://t.co/ABcukztAeI"
Assam,"RT @Assam_24X7: Flood situation in Assam grim, toll rises to 3 - Times of India http://t.co/umdxfMYBgm"
North India,"#ModiMinistry Flood Fury in North India: Dozens Killed, Lakhs Affected http://t.co/OeO9I5Cawa"
UP,"Flash flood hits 1,000 UP villages, leaves 28 dead.http://t.co/Pnu8Sqvwsk - http://t.co/WuAC9BKHYI #NewsInTweetsIndia"
India,"Flash flood hits 1,000 UP villages, leaves 28 dead.http://t.co/Pnu8Sqvwsk - http://t.co/WuAC9BKHYI #NewsInTweetsIndia"
Nepal,"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/oRXcuEzjTy"
Nepal,"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/phFe1PyyNB #india"
India Odisha,#India Odisha's farmers suffer huge crop loss in floods  http://t.co/nQkjUuvSC4
North India,"RT @sohrabjadli: Flood fury in North India: dozens killed, lakhs affected http://t.co/ORxvPnqvUJ"
Odisha,Odisha's farmers suffer huge crop loss in floods http://t.co/fSWpLjoSHf @timesofindia
india,Odisha's farmers suffer huge crop loss in floods http://t.co/fSWpLjoSHf @timesofindia
Nepal,"Nepal floods, landslides kill 240, India announces Rs 3 crore - Economic Times http://t.co/9ppbYFdYwU"
Uttar Pradesh,"RT @IndianExpress: Flash flood hits 1,000 Uttar Pradesh villages, leaves 28 dead. http://t.co/d8OFHx48ve http://t.co/WzObTVKLxg"
Uttar Pradesh,"RT @IndianExpress: Flash flood hits 1,000 Uttar Pradesh villages, leaves 28 dead. http://t.co/d8OFHx48ve http://t.co/WzObTVKLxg"
India,"#SuryaRay @Akansha_Gautam Flood Fury in North India: Dozens Killed, Lakhs Affected http://t.co/KheGlBfGOd #India #Indian @SuryaRay"
India,"#SuryaRay @Akansha_Gautam Flood Fury in North India: Dozens Killed, Lakhs Affected http://t.co/KheGlBfGOd #India #Indian @SuryaRay"
North India,"#SuryaRay @Akansha_Gautam Flood Fury in North India: Dozens Killed, Lakhs Affected http://t.co/KheGlBfGOd #India #Indian @SuryaRay"
Bihar,"Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india"
Uttarakhand,"Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india"
North India,"Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon rains have created flood havoc in four states across north In..."
North India,"New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid"
North India,"New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid"
Uttar Pradesh,"Latest : Uttar Pradesh floods: 28 killed, 1500 villages affected - Livemint: The HinduUttar Prades... http://t.co/N1k3MjcfT4 #IndianNews"
Uttar Pradesh,"Latest : Uttar Pradesh floods: 28 killed, 1500 villages affected - Livemint: The HinduUttar Prades... http://t.co/N1k3MjcfT4 #IndianNews"
UP,RT @Aghorii2: #RapeJihad in UP continues. #FaizabadGangRape 17 year old Hindu girl Gang Raped and killed @HDLindiaOrg http://t.co/BL6vGoXj28
Nepal,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flo... http://t.co/FopRrFJwM4 &lt;--Full Story
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flo... http://t.co/FopRrFJwM4 &lt;--Full Story
Nepal,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flo... http://t.co/FopRrFJwM4 &lt;--Full Story
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flo... http://t.co/FopRrFJwM4 &lt;--Full Story
Nepal,Many dead in Nepal and India floods: At least 160 people are reported to have been killed i... http://t.co/KtGQV1ZmkR via @DudleyFreedom
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed i... http://t.co/KtGQV1ZmkR via @DudleyFreedom
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed i... http://t.co/KtGQV1ZmkR via @DudleyFreedom
Nepal,Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype
India,Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype
Nepal,HEADLINES Many dead in Nepal and India floods: At least 160 people are reported to have been kil... http://t.co/DlwydAAHmC Follow Warren
India,HEADLINES Many dead in Nepal and India floods: At least 160 people are reported to have been kil... http://t.co/DlwydAAHmC Follow Warren
Nepal,Many dead in Nepal and India floods from BBC News http://t.co/smx1COT0Pw #tech
India,Many dead in Nepal and India floods from BBC News http://t.co/smx1COT0Pw #tech
North India,"RT @ndtv: Flood fury in North India: dozens killed, lakhs affected http://t.co/qKpL8sYnUV"
North India,"RT @ndtv: Flood fury in North India: dozens killed, lakhs affected http://t.co/qKpL8sYnUV"
India,#News Many dead in Nepal and India floods http://t.co/EAjE2pFBzo #World #usa
Nepal,#News Many dead in Nepal and India floods http://t.co/EAjE2pFBzo #World #usa
India,@PMOIndia sir i wanted to draw your attention to the problem of floods in north states due to the water released by nepal
India,Many dead in Nepal and India floods http://t.co/sN4qZwwGN9 (BBC News)
Nepal,Many dead in Nepal and India floods http://t.co/sN4qZwwGN9 (BBC News)
India,#rt Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flood... http://t.co/0udDeZXTv5 #follow
India,#rt Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flood... http://t.co/0udDeZXTv5 #follow
Nepal,#rt Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flood... http://t.co/0udDeZXTv5 #follow
Nepal,#rt Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flood... http://t.co/0udDeZXTv5 #follow
India,BBC NewsMany dead in Nepal and India floodsBBC NewsAt least 160 people are reported to have been  http://t.co/9cnSWuSXTG
Nepal,BBC NewsMany dead in Nepal and India floodsBBC NewsAt least 160 people are reported to have been  http://t.co/9cnSWuSXTG
UP,"Monsoon crisis in North India: At least 28 killed and 10,000 made homeless as flash floods strike eastern UP: The... http://t.co/RojDvpz1LN"
North India,"Monsoon crisis in North India: At least 28 killed and 10,000 made homeless as flash floods strike eastern UP: The... http://t.co/RojDvpz1LN"
North India,"Monsoon crisis in North India: At least 28 killed and 10,000 made homeless as flash floods strike eastern UP: The... http://t.co/RojDvpz1LN"
UP,"Monsoon crisis in North India: At least 28 killed and 10,000 made homeless as flash floods strike eastern UP: The... http://t.co/RojDvpz1LN"
Nepal,Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
India,Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
Nepal,Many dead in Nepal and India floods - BBC News: BBC NewsMany dead in Nepal and India floodsBBC NewsAt least 16... http://t.co/ucHf9NhPVm
India,Many dead in Nepal and India floods - BBC News: BBC NewsMany dead in Nepal and India floodsBBC NewsAt least 16... http://t.co/ucHf9NhPVm
India,RAT NEWS ONLINE: Many dead in Nepal and India floods: At least 160 people are reported to... http://t.co/bLvupjBlXE #rats #pets #animals
Nepal,RAT NEWS ONLINE: Many dead in Nepal and India floods: At least 160 people are reported to... http://t.co/bLvupjBlXE #rats #pets #animals
Nepal,Many dead in Nepal and India floods http://t.co/7w18BSgBLY #worldnews #bbc
India,Many dead in Nepal and India floods http://t.co/7w18BSgBLY #worldnews #bbc
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed ... http://t.co/TwPOsbaYqo #Follow #FOLLOWBACK
Nepal,Many dead in Nepal and India floods: At least 160 people are reported to have been killed ... http://t.co/TwPOsbaYqo #Follow #FOLLOWBACK
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed ... http://t.co/TwPOsbaYqo #Follow #FOLLOWBACK
Nepal,Many dead in Nepal and India floods: At least 160 people are reported to have been killed ... http://t.co/TwPOsbaYqo #Follow #FOLLOWBACK
Nepal,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in floods and landsl... http://t.co/XJeZuo6Yv4
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in floods and landsl... http://t.co/XJeZuo6Yv4
India,Many dead in Nepal and India floods: At least 160 people are reported to have been killed in floods and landsl... http://t.co/XJeZuo6Yv4
India,"24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6"
Nepal,Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
India,Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
Nepal,Many dead in Nepal and India floods - Yr 10 &amp; 11 - up to date effects of flooding in LIC and MIC http://t.co/gykK9WqTP5
India,Many dead in Nepal and India floods - Yr 10 &amp; 11 - up to date effects of flooding in LIC and MIC http://t.co/gykK9WqTP5
Nepal,RT @Ronnie_the_Rat: RAT NEWS ONLINE: Many dead in Nepal and India floods: At least 160 people are reported to... http://t.co/bLvupjBlXE #ra…
India,RT @Ronnie_the_Rat: RAT NEWS ONLINE: Many dead in Nepal and India floods: At least 160 people are reported to... http://t.co/bLvupjBlXE #ra…
Nepal,Many dead in Nepal and India floods http://t.co/VE3FFSmEAN #makeinindia
India,Many dead in Nepal and India floods http://t.co/VE3FFSmEAN #makeinindia
india,Many dead in Nepal and India floods http://t.co/VE3FFSmEAN #makeinindia
Nepal,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/59wZhwrowJ #SuryaRay #SharmaSudhansu
India,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/19QAl4wFNH #SuryaRay #Sharma__Shekhar
Nepal,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/19QAl4wFNH #SuryaRay #Sharma__Shekhar
Nepal,Avast! #Nepal Floods Death Toll Passes 100 http://t.co/pYuq7Dlb2k #india
India,"#News #MostRecent Hundreds dead as monsoon hits India, Nepal http://t.co/AfGnBz4Ca8 via @CNN"
Nepal,"#News #MostRecent Hundreds dead as monsoon hits India, Nepal http://t.co/AfGnBz4Ca8 via @CNN"
India,"Hundreds dead as monsoon hits India, Nepal http://t.co/wvPoibxJIH #world #news #last"
Nepal,"Hundreds dead as monsoon hits India, Nepal http://t.co/wvPoibxJIH #world #news #last"
Nepal,"(#Actualizate) Hundreds dead as monsoon hits India, Nepal http://t.co/uU5OcC75Op (#Bryan_Starz)"
India,"(#Actualizate) Hundreds dead as monsoon hits India, Nepal http://t.co/uU5OcC75Op (#Bryan_Starz)"
Nepal,"#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz"
India,"#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz"
India,"[CNN] Hundreds dead as monsoon hits India, Nepal:        http://t.co/Pfkfs0PbqG #TalkMagazineNG"
Nepal,"[CNN] Hundreds dead as monsoon hits India, Nepal:        http://t.co/Pfkfs0PbqG #TalkMagazineNG"
Nepal,"Nepal flood toll hits 101, fears of disease rise. ... - http://t.co/2OLRK5uJvd #NewsInTweetsIndia"
Nepal,"#timisteve Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in ... http://t.co/IXcikS1yu3 #teamfollowback"
Nepal,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and... http://t.co/ObiRvPoPZ0 teamfollowback"
India,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and... http://t.co/ObiRvPoPZ0 teamfollowback"
India,"#CNN Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in norther... http://t.co/BsT5XrY1Ny #WorldRSSFeeds"
Nepal,"#CNN Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in norther... http://t.co/BsT5XrY1Ny #WorldRSSFeeds"
Nepal,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and easte... http://t.co/lCOrONAKtN via @CNN"
Nepal,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and... http://t.co/t3tYXoQOID #NIowa #6thFan"
India,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and... http://t.co/t3tYXoQOID #NIowa #6thFan"
Nepal,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern ... http://t.co/JlCirt85DY #BaimkunINDONESIA"
India,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and eastern India, while the death toll i..."
Nepal,"Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and eastern India, while the death toll i..."
Assam,"RT @timesofindia: Flood situation in Assam grim, toll rises to 3 http://t.co/b2dfOiBWEt…"
india,"RT @timesofindia: UP floods hit over 1,000 villages, death toll 28  http://t.co/P4FE5arPXO"
UP,"RT @timesofindia: UP floods hit over 1,000 villages, death toll 28  http://t.co/P4FE5arPXO"
UP,"RT @timesofindia: UP floods hit over 1,000 villages, death toll 28  http://t.co/P4FE5arPXO"
India,"[#JoseDaviid13] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed... http://t.co/9DrDw8p3WH Follow #JoseDaviid13"
India,"[#JoseDaviid13] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed... http://t.co/9DrDw8p3WH Follow #JoseDaviid13"
Nepal,"[#JoseDaviid13] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed... http://t.co/9DrDw8p3WH Follow #JoseDaviid13"
Nepal,"[#JoseDaviid13] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed... http://t.co/9DrDw8p3WH Follow #JoseDaviid13"
