place name,type of impact,impact place relation,modifier place relation,severity impact relation,item impact relation,tweet text,impact category,geometry
Chile,Damage,Chile damage,,remarkably little damage,,"RT @CBSEveningNews: Massive Chile earthquake leaves remarkably little damage, @vicentecbs reports: http://t.co/fjCOQKGA0b",Damage,POINT (-71 -30)
Chile,Damaged,Chile damaged,,several thousand damaged,buildings damaged,One of the main concerns now is what will happen with the several thousand buildings that were already damaged by the last earthquake #Chile,Damage,POINT (-71 -30)
Chile,Escaped From Prison,Chile escaped from prison,,293 escaped from prison,female inmates escaped from prison,RT @GigiGraciette: 137 of 293 female inmates who escaped from prison during #ChileEarthquake are back behind bars. Officials say most retur…,Other,POINT (-71 -30)
Chile,Killed,Chile killed,northern Chile,six killed,,"Second large quake strikes Chile: A 7.6 earthquake rocks northern Chile, a day after an 8.2 tremor killed six   http://t.co/JIaVNg6cGT",Death,POINT (-71 -30)
Chile,Tremor,Chile tremor,northern Chile,8.2 tremor,,"Second large quake strikes Chile: A 7.6 earthquake rocks northern Chile, a day after an 8.2 tremor killed six   http://t.co/JIaVNg6cGT",Other,POINT (-71 -30)
Chile,Tsunami,Chile tsunami,,,,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz",Other,POINT (-71 -30)
IQUIQUE,Aftershock,IQUIQUE aftershock,,,,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz",Other,POINT (-70.15027 -20.21326)
Chile,Aftershock,Chile aftershock,,,,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz",Other,POINT (-71 -30)
IQUIQUE,Tsunami,IQUIQUE tsunami,,,,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz",Other,POINT (-70.15027 -20.21326)
Chile,Tsunami,Chile tsunami,northern Chile,five tsunami,,"#AUS  #NEWS » http://t.co/mokpAwPCR4 # #HOT #NEWS 980 #Chile #earthquake #Chile #earthquake: #five #dead, #tsunami hits #northern #coast #m…",Other,POINT (-71 -30)
Chile,Dead,Chile dead,northern Chile,five dead,,"#AUS  #NEWS » http://t.co/mokpAwPCR4 # #HOT #NEWS 980 #Chile #earthquake #Chile #earthquake: #five #dead, #tsunami hits #northern #coast #m…",Death,POINT (-71 -30)
Chile,Reeling,Chile reeling,in Chile,,ppl reeling,@tennewsqld Another powerful earthquake in Chile sends ppl reeling. man wins lotto. but says he wans to give to charity and travel,Other,POINT (-71 -30)
Chile,Damage,Chile Damage,40km from Chile,,,"Massive 7.8 earthquake (aftershock of yesterdays 8.2 quake) just hit 40km from Iquique, Chile. Damage and inju  http://t.co/YrcCVz8H3T",Damage,POINT (-71 -30)
Iquique,Damage,Iquique Damage,40km from Iquique,,,"Massive 7.8 earthquake (aftershock of yesterdays 8.2 quake) just hit 40km from Iquique, Chile. Damage and inju  http://t.co/YrcCVz8H3T",Damage,POINT (-70.15027 -20.21326)
Chile,After,Chile after,northern Chile,,,RT @RT_America: BREAKING: 7.4 aftershock hits same area of northern #Chile day after 8.2 quake http://t.co/BWoGknFaWG http://t.co/kql4kpp6v8,Other,POINT (-71 -30)
Syria,Ebola,Syria Ebola,,,,"See @EU_echo #updates on 2nd #Chile #earthquake, the #Ebola outbreak and humanitarian access in #Syria: http://t.co/WwkQkMUwXX”",Other,POINT (38 35)
Chile,Aftershocks,Chile aftershocks,northern Chile,,,7.6 and 6.4 aftershocks hit same area of northern #Chile as Tuesday's 8.2 quake http://t.co/86xEi08lE6 #news #politics #IntelMM #OSINT,Other,POINT (-71 -30)
Japan,Tsunami,Japan tsunami,,,,"#singaporeupdate Minor tsunami hits Japan after Chile quake - April 03, 2014 6:09 PM[TOKYO] Small tsunami waves hi  http://t.co/mIHTeQAKjq",Other,POINT (139.75309 35.68536)
Chile,Damage,Chile Damage,,No Damage,,"Chile Hit By Powerful Quake Aftershock, No Major Damage: A powerful 7.6-magnitude earthquake struck off northe  http://t.co/w6XOiSoB6H",Damage,POINT (-71 -30)
Chile,Terremot,Chile Terremot,,,,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca,Other,POINT (-71 -30)
Chile,O,Chile o,,,,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca,Other,POINT (-71 -30)
Chile,Cracked,Chile cracked,,,roads cracked,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,Other,POINT (-71 -30)
Chile,Damage,Chile damage,,,throughout country's north damage,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,Damage,POINT (-71 -30)
Chile,Kills,Chile Kills,,Six Kills,,"¦ 252 ¦ Chile Earthquake: 8.2-Magnitude Quake Sparks Fires, Kills Six Tsunami   ¦ A powerful  http://t.co/M41Q3MGvRx via @heyyouapp",Death,POINT (-71 -30)
Chile,Fires,Chile Fires,,,,"¦ 252 ¦ Chile Earthquake: 8.2-Magnitude Quake Sparks Fires, Kills Six Tsunami   ¦ A powerful  http://t.co/M41Q3MGvRx via @heyyouapp",Fire,POINT (-71 -30)
Chile,Kills,Chile kills,,least 5 kills,,"RT @janinebucks: #USA http://t.co/0i56UZKI7S #  #Powerful 8.2-magnitude #earthquake #off #Chile #kills #at #least 5, #forces #evacuations  …",Death,POINT (-71 -30)
Chile,Evacuations,Chile evacuations,,,,"RT @janinebucks: #USA http://t.co/0i56UZKI7S #  #Powerful 8.2-magnitude #earthquake #off #Chile #kills #at #least 5, #forces #evacuations  …",Other,POINT (-71 -30)
Chile,Destruction,Chile destruction,,,,RT @HuffingtonPost: These images that capture destruction left behind after Chile's powerful earthquake http://t.co/HnJ502tbRL,Other,POINT (-71 -30)
Chile,Casualties,Chile casualties,,Few casualties,,Few casualties in Chile after 8.2 magnitude earthquake. Why? Protection & preparation key. http://t.co/YmDJ9ruYSi #A2Geog,Other,POINT (-71 -30)
Northern Chile,Damages,Northern Chile Damages,,,Infrastructure Damages,My NBC News report from Northern Chile - Earthquake Damages Chilean Infrastructure  http://t.co/Fd0i5o0G2g,Damage,POINT (-57.89956 -63.3209)
Chilean,Damages,Chilean Damages,,,Infrastructure Damages,My NBC News report from Northern Chile - Earthquake Damages Chilean Infrastructure  http://t.co/Fd0i5o0G2g,Damage,POINT (-71.59309 -75.00094)
Chile,Rumbles,Chile Rumbles,,,,Earthquake Rumbles Chile With A Magnitude of 6.8 http://t.co/gC3Vve2n2h #68 #Chile #Earthquake #Magnitude #News,Other,POINT (-71 -30)
Iquique,Running At 50%,Iquique running at 50%,of Iquique,,port running at 50%,"Due to the #earthquake in Tarapaca region of #Chile & aftershocks, infrastructure at #Iquique port running at 50%. http://t.co/QKds01jSAZ",Other,POINT (-70.15027 -20.21326)
Tarapaca,Running At 50%,Tarapaca running at 50%,in Tarapaca,,port running at 50%,"Due to the #earthquake in Tarapaca region of #Chile & aftershocks, infrastructure at #Iquique port running at 50%. http://t.co/QKds01jSAZ",Other,POINT (-69.33333 -20)
Chile,Blackouts,Chile blackouts,,,,"High waves, blackouts, highway damage, follow 8.2 Chile earthquake http://t.co/pqMpGAnPWa",Other,POINT (-71 -30)
Chile,Damage,Chile damage,,,highway damage,"High waves, blackouts, highway damage, follow 8.2 Chile earthquake http://t.co/pqMpGAnPWa",Damage,POINT (-71 -30)
Chile,Dead,Chile dead,,Five dead,,Five dead as earthquake hits Chile http://t.co/lPw5kqPo96,Death,POINT (-71 -30)
India,Affected,India Affected,,,Lakh Affected,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay",Other,POINT (79 22)
Odisha,Affected,Odisha Affected,Across Odisha,,Lakh Affected,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay",Other,POINT (84.41667 20.5)
Odisha,Dead,Odisha Dead,Across Odisha,39 Dead,,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay",Death,POINT (84.41667 20.5)
India,Dead,India Dead,,39 Dead,,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay",Death,POINT (79 22)
Odisha,Flood Toll,Odisha Flood Toll,,Mounts to 45 Flood Toll,,"RT @NewIndianXpress: #Odisha #Flood Toll Mounts to 45, Water Level Goes Down - http://t.co/KDqUL1Offi",Other,POINT (84.41667 20.5)
Odisha,Submerged,Odisha submerged,in Odisha,"nearly 85,076 ha submerged",Paddy crops submerged,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",Other,POINT (84.41667 20.5)
Balasore district,Submerged,Balasore district submerged,in Balasore district,"nearly 85,076 ha submerged",Paddy crops submerged,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",Other,POINT (86.93348 21.49266)
Odisha,Dead,Odisha Dead,Across Odisha,39 Dead,,"#SuryaRay @Akansha_Gautam 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha http://t.co/ZXS3Sfmcg2 #India #Indian @SuryaRay",Death,POINT (84.41667 20.5)
Odisha,Affected,Odisha Affected,Across Odisha,33 Affected,Lakh Affected,"#SuryaRay @Akansha_Gautam 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha http://t.co/ZXS3Sfmcg2 #India #Indian @SuryaRay",Other,POINT (84.41667 20.5)
Odisha,Threatens,Odisha threatens,,,cattle and other animals threatens,"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM",Other,POINT (84.41667 20.5)
India,Threatens,India threatens,,,cattle and other animals threatens,"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM",Other,POINT (79 22)
Gya Ladakh,Destruction,Gya Ladakh destruction,in Gya Ladakh,wide destruction,,Flash Flood in Gya Ladakh causes wide destruction https://t.co/m61dApH1PB @PrakashJavdekar @BJPRajnathSingh @PMOIndia http://t.co/1gAZLS3wwm,Other,POINT (77.7364 33.64983)
Odisha,Dead,Odisha Dead,Across Odisha,39 Dead,,"India: 39 Dead, 3.3 Million Affected as Floods Wreak Havoc Across Odisha: For more Latest and Breaking News He... http://t.co/4cNY80gN74",Death,POINT (84.41667 20.5)
India,Dead,India Dead,,39 Dead,,"India: 39 Dead, 3.3 Million Affected as Floods Wreak Havoc Across Odisha: For more Latest and Breaking News He... http://t.co/4cNY80gN74",Death,POINT (79 22)
india,Killed,india killed,,45 killed,,Odisha flood: 45 killed; 33 lakh people affected; water levels start reducing http://t.co/UDR0S9W0Er #india,Death,POINT (79 22)
Odisha,Killed,Odisha killed,,45 killed,,Odisha flood: 45 killed; 33 lakh people affected; water levels start reducing http://t.co/UDR0S9W0Er #india,Death,POINT (84.41667 20.5)
Odisha,Claim,Odisha claim,in Odisha,45 claim,lives claim,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",Death,POINT (84.41667 20.5)
India,Displaced,India displaced,in eastern India,"more than 300,000 displaced",people displaced,"Flooding in eastern India has killed 45 people and displaced more than 300,000 in the past week, a senior official said Monday (Aug 11), ...",Other,POINT (79 22)
India,Killed,India killed,in eastern India,45 killed,people killed,"Flooding in eastern India has killed 45 people and displaced more than 300,000 in the past week, a senior official said Monday (Aug 11), ...",Death,POINT (79 22)
India,Kill,India kill,in eastern India,45 kill,,[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ,Death,POINT (79 22)
India,Kill,India killed,in eastern India,45 killed,people kill,Bangkok Post : Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45 people and... http://t.co/JsRmI1oDe9,Death,POINT (79 22)
NEW DELHI,Kill,NEW DELHI killed,,45 killed,people kill,Bangkok Post : Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45 people and... http://t.co/JsRmI1oDe9,Death,POINT (77.23149 28.65195)
India,Kill,India kill,in eastern India,45 killed,people kill,Bangkok Post : Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45 people and... http://t.co/JsRmI1oDe9,Death,POINT (79 22)
India,Kills,India kills,in eastern India,45 kills,people kills,"RT @laRossa05: Flooding in eastern India kills 45 people and displaces more than 300,000  http://t.co/GXGHdFLeSe http://t.co/JCITCuftOW",Death,POINT (79 22)
India,Killed,India killed,in eastern India,45 killed,,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,Death,POINT (79 22)
India,Kill,India kill,in eastern India,45 kill,,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,Death,POINT (79 22)
Odisha,Affected,Odisha affected,in Odisha,"Over 33,58,351 affected",,"Over 33,58,351 affected in recent floods in Odisha with the death toll reaching 45 @NewIndianXpress",Other,POINT (84.41667 20.5)
Odisha,Death Toll,Odisha death toll,in Odisha,45 death toll,,"Over 33,58,351 affected in recent floods in Odisha with the death toll reaching 45 @NewIndianXpress",Death,POINT (84.41667 20.5)
india,Kill,india kill,,45 kill,,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…",Death,POINT (79 22)
odisha,Marooned,odisha marooned,,"300,000 marooned",villagers marooned,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…",Trapped,POINT (84.41667 20.5)
East India,Kill,East India kill,,45 kill,,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…",Death,POINT (-62.99728 18.234)
East India,Marooned,East India marooned,,"300,000 marooned",villagers marooned,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…",Trapped,POINT (-62.99728 18.234)
India,Claim,India claim,in India,45 claim,lives claim,"Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq",Death,POINT (79 22)
India,Killed,India killed,in India,45 killed,people killed,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK,Death,POINT (79 22)
India,Claim,India claim,in India,45 claim,lives claim,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK,Death,POINT (79 22)
NEW DELHI,Claim,NEW DELHI claim,in NEW DELHI,45 claim,lives claim,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK,Death,POINT (77.23149 28.65195)
NEW DELHI,Displaced,NEW DELHI displaced,in NEW DELHI,,,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK,Other,POINT (77.23149 28.65195)
Rishikesh,Claims,Rishikesh claims,in Rishikesh,5 claims,lives claims,"Flood in Rishikesh, India claims 5 lives http://t.co/MKGDhjcjRs",Death,POINT (78.29255 30.10778)
India,Claims,India claims,in India,5 claims,lives claims,"Flood in Rishikesh, India claims 5 lives http://t.co/MKGDhjcjRs",Death,POINT (79 22)
India,Claim,India claim,in eastern India,45 claim,people claim,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people… http://t.co/E71jdNCAOJ,Death,POINT (79 22)
India,Killed,India killed,in eastern India,45 killed,people killed,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people… http://t.co/E71jdNCAOJ,Death,POINT (79 22)
Odisha,Marooned,Odisha marooned,,leave 300000 marooned,villagers marooned,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Trapped,POINT (84.41667 20.5)
India,Marooned,India marooned,,leave 300000 marooned,villagers marooned,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Trapped,POINT (79 22)
Odisha,Kill,IndiaOdisha kill,,45 kill,,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Death,POINT (84.41667 20.5)
India,Kill,IndiaOdisha kill,,45 kill,,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Death,POINT (79 22)
Odisha,Marooned,IndiaOdisha marooned,,leave 300000 marooned,villagers marooned,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Trapped,POINT (84.41667 20.5)
India,Marooned,IndiaOdisha marooned,,leave 300000 marooned,villagers marooned,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Trapped,POINT (79 22)
Odisha,Kill,Odisha kill,,45 kill,,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS",Death,POINT (84.41667 20.5)
